Sl_no,State_name,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
908,Uttar pradesh,UPSRTC - BRT0065,Ordinary Non AC Seater 2+3,15:25,22:00,06h 35m,INR 448,52 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
909,Uttar pradesh,UPSRTC - GRH0165,Ordinary Non AC Seater 2+3,15:30,22:00,06h 30m,INR 418,52 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
910,Uttar pradesh,UPSRTC - RKD0148,Janrath AC Seater 2+2,15:31,21:00,05h 29m,INR 598,36 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
911,Uttar pradesh,UPSRTC - RKD0089,Ordinary Non AC Seater 2+3,16:01,23:59,07h 58m,INR 476,52 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
912,Uttar pradesh,UPSRTC - RKD0119,Shatabdi AC Seater 2+2,16:16,21:16,05h 00m,INR 598,37 Seats available,"3.3
19",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
913,Uttar pradesh,UPSRTC - KSB0086,Volvo AC Seater 2+2,17:01,22:31,05h 30m,INR 844,39 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
914,Uttar pradesh,UPSRTC - RKD0130,Janrath AC Seater 2+3,17:31,22:31,05h 00m,INR 520,48 Seats available,"3.4
12",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
915,Uttar pradesh,UPSRTC - BLY0111,Janrath AC Seater 2+2,19:01,23:45,04h 44m,INR 598,36 Seats available,"2.1
5",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
916,Uttar pradesh,FlixBus,AC Seater (2+2),15:00,20:15,05h 15m,INR 221.76,23 Seats available,"5.0
10",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
917,Uttar pradesh,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),23:59,05:55,05h 56m,759,37 Seats available,"4.5
61",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
918,Uttar pradesh,FlixBus,Bharat Benz A/C Seater (2+2),23:50,05:05,05h 15m,INR 215.6,19 Seats available,"3.5
17",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
919,Uttar pradesh,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,INR 649,15 Seats available,"3.2
88",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
920,Uttar pradesh,New Khaira Transport,A/C Seater / Sleeper (2+1),23:45,05:00,05h 15m,675,5 Seats available,"3.6
29",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
921,Uttar pradesh,UPSRTC - BDV0091,Ordinary Non AC Seater 2+3,13:58,17:18,03h 20m,INR 203,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
922,Uttar pradesh,UPSRTC - MNP0047,Ordinary Non AC Seater 2+3,14:10,16:59,02h 49m,INR 255,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
923,Uttar pradesh,UPSRTC - MZP0026,Rajdhani Non AC Seater 2+3,14:20,17:50,03h 30m,INR 258,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
924,Uttar pradesh,UPSRTC - BDV0095,Ordinary Non AC Seater 2+3,14:28,17:48,03h 20m,INR 203,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
925,Uttar pradesh,UPSRTC - MZP0142,Rajdhani Non AC Seater 2+3,14:31,17:30,02h 59m,INR 258,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
926,Uttar pradesh,UPSRTC - BDV0461,Janrath AC Seater 2+2,14:32,17:32,03h 00m,INR 304,32 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
927,Uttar pradesh,UPSRTC - KSN0054,Janrath AC Seater 2+3,14:45,18:19,03h 34m,INR 291,48 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
928,Uttar pradesh,UPSRTC - BRT0134,Ordinary Non AC Seater 2+3,15:01,19:00,03h 59m,INR 255,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
929,Uttar pradesh,UPSRTC - BDV0107,Ordinary Non AC Seater 2+3,15:50,19:10,03h 20m,INR 203,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
930,Uttar pradesh,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,20:15,04h 14m,INR 255,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
931,Uttar pradesh,UPSRTC - HDD0166,Ordinary Non AC Seater 2+3,16:27,18:11,01h 44m,INR 252,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
932,Uttar pradesh,UPSRTC - BDV0085,Ordinary Non AC Seater 2+3,16:28,19:48,03h 20m,INR 203,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
933,Uttar pradesh,UPSRTC - ALI0176,Janrath AC Seater 2+2,16:29,19:30,03h 01m,INR 304,29 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
934,Uttar pradesh,UPSRTC - BDV0099,Ordinary Non AC Seater 2+3,16:30,19:50,03h 20m,INR 203,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
935,Uttar pradesh,UPSRTC - HDD0023,Ordinary Non AC Seater 2+3,16:35,21:50,05h 15m,INR 252,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
936,Uttar pradesh,Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:45,02:00,04h 15m,INR 2000,47 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
937,Uttar pradesh,UPSRTC - LNI0568,Ordinary Non AC Seater 2+3,14:32,00:38,10h 06m,INR 789,52 Seats available, ,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
938,Uttar pradesh,UPSRTC - LNI0322,Ordinary Non AC Seater 2+3,14:35,01:00,10h 25m,INR 789,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
939,Uttar pradesh,UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,15:00,04:00,13h 00m,INR 820,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
940,Uttar pradesh,UPSRTC - SBD0067,Ordinary Non AC Seater 2+3,15:00,02:00,11h 00m,INR 789,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
941,Uttar pradesh,UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,16:00,03:00,11h 00m,INR 789,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
942,Uttar pradesh,UPSRTC - BSR0057,Rajdhani Non AC Seater 2+3,16:02,03:02,11h 00m,INR 808,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
943,Uttar pradesh,UPSRTC - BSR0053,Ordinary Non AC Seater 2+3,16:02,03:30,11h 28m,INR 746,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
944,Uttar pradesh,UPSRTC - LNI0301,Rajdhani Non AC Seater 2+3,16:25,02:25,10h 00m,INR 789,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
945,Uttar pradesh,UPSRTC - LNI0194,Ordinary Non AC Seater 2+3,16:31,02:50,10h 19m,INR 789,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
946,Uttar pradesh,UPSRTC - SRG0230,Ordinary Non AC Seater 2+3,16:47,04:45,11h 58m,INR 789,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
947,Uttar pradesh,UPSRTC - KRJ0031,Janrath AC Seater 2+3,17:00,02:00,09h 00m,INR 1020,48 Seats available,"2.4
7",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
948,Uttar pradesh,UPSRTC - AWD0224,Shatabdi AC Seater 2+2,17:00,05:00,12h 00m,INR 1134,37 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
949,Uttar pradesh,UPSRTC - GRH0126,Ordinary Non AC Seater 2+3,17:30,06:30,13h 00m,INR 789,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
950,Uttar pradesh,UPSRTC - LNI0547,Ordinary Non AC Seater 2+3,17:51,08:01,14h 10m,INR 853,52 Seats available, ,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
951,Uttar pradesh,UPSRTC - ALI0162,Janrath AC Seater 2+2,18:04,04:20,10h 16m,INR 1180,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
952,Uttar pradesh,Gola Bus Service,VE A/C Seater / Sleeper (2+1),13:20,21:00,07h 40m,INR 399,17 Seats available,"4.5
1331",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
953,Uttar pradesh,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),13:00,21:15,08h 15m,INR 399,19 Seats available,"4.5
631",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
954,Uttar pradesh,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,06:00,07h 30m,INR 399,35 Seats available,"4.6
1485",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
955,Uttar pradesh,AdLaxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,06:15,08h 15m,INR 372,37 Seats available,"4.7
412",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
956,Uttar pradesh,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,07:00,08h 40m,INR 399,27 Seats available,"4.6
924",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
957,Uttar pradesh,UPSRTC - STD0053,Ordinary Non AC Seater 2+3,14:00,20:34,06h 34m,INR 501,52 Seats available,"2.1
4",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
958,Uttar pradesh,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,22:34,06h 34m,INR 501,52 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
959,Uttar pradesh,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,00:35,08h 34m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
960,Uttar pradesh,UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,01:10,08h 09m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
961,Uttar pradesh,UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,21:36,04h 31m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
962,Uttar pradesh,UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,22:20,04h 22m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
963,Uttar pradesh,UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,23:30,05h 25m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
964,Uttar pradesh,UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,01:50,07h 44m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
965,Uttar pradesh,UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02:35,08h 03m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
966,Uttar pradesh,UPSRTC - HDD0292,Rajdhani Non AC Seater 2+3,19:00,23:55,04h 55m,INR 512,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
967,Uttar pradesh,UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05:05,10h 02m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
968,Uttar pradesh,UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,03:00,07h 54m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
969,Uttar pradesh,UPSRTC - HDD0431,Ordinary Non AC Seater 2+3,20:00,23:22,03h 22m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
970,Uttar pradesh,UPSRTC - HDD0131,Ordinary Non AC Seater 2+3,20:07,01:15,05h 08m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
971,Uttar pradesh,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,02:40,06h 24m,INR 482,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
972,Uttar pradesh,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,INR 550,40 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
973,Uttar pradesh,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,629,31 Seats available,"1.1
15",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
974,Uttar pradesh,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,INR 600,44 Seats available,"1.4
21",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
975,Uttar pradesh,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),19:30,06:10,10h 40m,INR 400,45 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
976,Uttar pradesh,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:10,09h 10m,INR 400,45 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
977,Uttar pradesh,UPSRTC - LNI0049,Ordinary Non AC Seater 2+3,18:30,02:05,07h 35m,INR 512,52 Seats available,3.3,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
978,Uttar pradesh,UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,02:00,07h 28m,INR 485,52 Seats available,3.3,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
979,Uttar pradesh,UPSRTC - FKP0027,Janrath AC Seater 2+2,20:00,04:55,08h 55m,INR 710,35 Seats available,"2.6
16",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
980,Uttar pradesh,UPSRTC - SBD0106,Janrath AC Seater 2+2,20:31,05:00,08h 29m,INR 710,36 Seats available,"3.4
59",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
981,Uttar pradesh,UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,05:55,08h 55m,INR 710,36 Seats available,"2.8
18",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
982,Uttar pradesh,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,719,30 Seats available,"1.0
9",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
983,Uttar pradesh,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
984,Uttar pradesh,Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
985,Uttar pradesh,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,INR 1200,26 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
986,Uttar pradesh,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),18:45,05:30,10h 45m,INR 400,45 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
987,Uttar pradesh,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,05:20,09h 20m,INR 400,45 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
988,Uttar pradesh,Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,04:45,09h 05m,INR 2000,47 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
989,Uttar pradesh,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
990,Uttar pradesh,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,INR 600,44 Seats available,1.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
991,Uttar pradesh,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00,06:30,11h 30m,INR 1200,32 Seats available,1.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
992,panjab,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,05:24,05h 54m,INR 690,11 Seats available,"4.6
380",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
993,panjab,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05:00,06h 40m,1587,6 Seats available,"4.5
329",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
994,panjab,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:31,05:01,06h 30m,INR 650,17 Seats available,"4.2
96",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
995,panjab,Laxmi holidays,VE A/C Sleeper (2+1),23:00,06:00,07h 00m,1235,17 Seats available,"4.4
342",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
996,panjab,Zingbus Plus,A/C Seater / Sleeper (2+1),22:05,05:40,07h 35m,893,21 Seats available,"4.8
33",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
997,panjab,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,06:40,07h 00m,1112,22 Seats available,"4.6
403",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
998,panjab,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,INR 1017,20 Seats available,"4.6
85",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
999,panjab,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,05:20,06h 22m,799,29 Seats available,"4.0
63",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
1000,panjab,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,03:20,06h 50m,570,22 Seats available,"4.7
78",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
1001,panjab,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,06:10,06h 40m,1235,20 Seats available,"4.4
274",https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
1002,panjab,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),17:35,01:35,08h 00m,INR 873,32 Seats available,4,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1003,panjab,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,03:25,07h 35m,INR 873,32 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1004,panjab,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,03:50,07h 00m,INR 873,33 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1005,panjab,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,03:49,05h 59m,INR 873,34 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1006,panjab,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05:00,06h 33m,INR 450,19 Seats available,"4.6
475",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1007,panjab,Laxmi holidays,VE A/C Sleeper (2+1),23:55,06:45,06h 50m,570,34 Seats available,"4.3
377",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1008,panjab,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:50,05:45,06h 55m,INR 550,24 Seats available,"4.5
165",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1009,panjab,Zingbus Plus,A/C Seater / Sleeper (2+1),23:50,06:35,06h 45m,469,23 Seats available,"4.7
129",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1010,panjab,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:15,05h 20m,INR 600,30 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1011,panjab,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05:20,05h 55m,499,24 Seats available,"4.2
43",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1012,panjab,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,06:00,06h 05m,INR 600,37 Seats available,"4.5
125",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1013,panjab,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:25,06h 40m,INR 650,29 Seats available,"4.7
87",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1014,panjab,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:10,05:10,06h 00m,INR 650,33 Seats available,"4.9
8",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1015,panjab,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,05:40,06h 00m,INR 600,36 Seats available,"4.5
72",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
1016,panjab,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,05:45,08h 15m,INR 550,24 Seats available,"4.4
175",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1017,panjab,Laxmi holidays,VE A/C Sleeper (2+1),23:05,06:45,07h 40m,570,36 Seats available,"4.5
341",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1018,panjab,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,06:55,07h 15m,INR 600,42 Seats available,"4.6
308",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1019,panjab,AdNew Navyug Travels,A/C Sleeper (2+1),21:50,05:30,07h 40m,INR 675,32 Seats available,"3.9
186",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1020,panjab,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,04:45,07h 40m,INR 455,31 Seats available,"4.6
587",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1021,panjab,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,06:20,07h 45m,INR 485,36 Seats available,"4.3
370",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1022,panjab,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,05:00,07h 49m,INR 450,20 Seats available,"4.5
378",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1023,panjab,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,05:40,07h 10m,INR 600,36 Seats available,"4.6
236",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1024,panjab,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,06:28,07h 02m,INR 450,27 Seats available,"4.6
363",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
1025,panjab,Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,06:35,08h 00m,469,21 Seats available,"4.7
100",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
